game_id,event_pk,event_id,type_id,period_id,min,sec,timestamp_utc,team_id,player_id,outcome,possession_id,sequence_id,x,y,distance_m,angle_rad,is_goal,shot_time_ms,databallpy_event_id,databallpy_event,event_datetime_utc,event_time_ms_sync,tracking_frame_idx,sync_tracking_datetime,sync_tracking_time_ms,tracking_period,sync_certainty,sync_delta_ms,sync_aligned,goal_diff,time_since_last_event_s,shot_body_part,play_pattern
2515625,2793542715,25,15,1,2,18,2025-03-30T12:04:18.912,418,218345,1,,,84.1,45.4,16.89811351112603,0.4200988288566093,0,1743336258912,46,shot,2025-03-30 12:04:18.912,1743336258912,3521,1975-01-01 00:02:20.840000+00:00,157766540840,1,0.9787932311501596,-1585569718072,True,0,,right_foot,regular_play
2515625,2793544733,49,13,1,4,6,2025-03-30T12:06:06.644,2827,90883,1,,,92.3,54.2,8.532304631346689,0.7808966835266087,0,1743336366644,76,shot,2025-03-30 12:06:06.644,1743336366644,6221,1975-01-01 00:04:08.840000+00:00,157766648840,1,0.97245492577504,-1585569717804,True,0,108.0,head,set_piece
2515625,2793544817,50,16,1,4,7,2025-03-30T12:06:07.380,2827,513594,1,,,97.3,42.3,5.935657915564207,0.7573231791212447,1,1743336367380,77,shot,2025-03-30 12:06:07.023,1743336367023,6222,1975-01-01 00:04:08.880000+00:00,157766648880,1,0.9802179503096254,-1585569718500,True,0,1.0,foot,set_piece
2515625,2793546263,48,16,1,5,34,2025-03-30T12:07:34.921,418,493884,1,,,92.0,46.2,8.744509617560032,0.7700663158938154,1,1743336454921,91,shot,2025-03-30 12:07:34.394,1743336454394,8379,1975-01-01 00:05:35.160000+00:00,157766735160,1,0.9932671424423608,-1585569719761,True,-1,87.0,foot,regular_play
2515625,2793560075,217,15,1,19,34,2025-03-30T12:21:34.554,418,218345,1,,,78.5,68.5,25.724924249937068,0.248299131160015,0,1743337294554,358,shot,2025-03-30 12:21:34.554,1743337294554,29400,1975-01-01 00:19:36+00:00,157767576000,1,0.9867967359317822,-1585569718554,True,0,840.0,foot,set_piece
2515625,2793560543,222,15,1,20,12,2025-03-30T12:22:13.138,418,157815,1,,,80.3,61.5,22.00557987022837,0.3096048717859309,0,1743337333138,371,shot,2025-03-30 12:22:13.138,1743337333138,30270,1975-01-01 00:20:10.800000+00:00,157767610800,1,0.8101834438403545,-1585569722338,True,0,38.0,foot,set_piece
2515625,2793561817,180,15,1,21,54,2025-03-30T12:23:54.320,2827,639288,1,,,78.1,66.7,25.525669158997587,0.2565963368054197,0,1743337434320,401,shot,2025-03-30 12:23:54.320,1743337434320,32898,1975-01-01 00:21:55.920000+00:00,157767715920,1,0.983180517441622,-1585569718400,True,0,102.0,foot,regular_play
2515625,2793563319,210,15,1,23,58,2025-03-30T12:25:58.809,2827,488041,1,,,91.5,55.2,9.553228811668854,0.695482872806034,0,1743337558809,460,shot,2025-03-30 12:25:58.809,1743337558809,36008,1975-01-01 00:24:00.320000+00:00,157767840320,1,0.9859225003752812,-1585569718489,True,0,124.0,head,regular_play
2515625,2793565965,300,13,1,28,16,2025-03-30T12:30:16.736,418,165784,1,,,72.3,52.3,28.974680616541757,0.2509539859164104,0,1743337816736,537,shot,2025-03-30 12:30:16.736,1743337816736,42463,1975-01-01 00:28:18.520000+00:00,157768098520,1,0.9815849446477664,-1585569718216,True,0,258.0,foot,regular_play
2515625,2793631195,755,15,1,39,18,2025-03-30T12:41:18.430,418,490511,1,,,93.4,54.8,7.623883117913068,0.8455618111930776,0,1743338478430,744,shot,2025-03-30 12:41:18.430,1743338478430,58922,1975-01-01 00:39:16.880000+00:00,157768756880,1,0.8564508222258376,-1585569721550,True,0,662.0,foot,set_piece
2515625,2793577739,419,15,1,39,19,2025-03-30T12:41:19.356,418,508653,1,,,91.4,44.0,9.861651551844645,0.6649808808870932,0,1743338479356,746,shot,2025-03-30 12:41:19.356,1743338479356,58958,1975-01-01 00:39:18.320000+00:00,157768758320,1,0.8524704069379972,-1585569721036,True,0,1.0,right_foot,set_piece
2515625,2793580481,342,13,1,41,39,2025-03-30T12:43:39.735,2827,488041,1,,,74.0,44.6,27.40289946980793,0.2632795134780377,0,1743338619735,773,shot,2025-03-30 12:43:39.735,1743338619735,62512,1975-01-01 00:41:40.480000+00:00,157768900480,1,0.9932066867273956,-1585569719255,True,0,140.0,foot,regular_play
2515625,2793582177,454,13,1,43,2,2025-03-30T12:45:03.233,418,508653,1,,,87.8,59.9,14.403992798488208,0.4480220076229336,0,1743338703233,800,shot,2025-03-30 12:45:03.233,1743338703233,64557,1975-01-01 00:43:02.280000+00:00,157768982280,1,0.826438640033606,-1585569720953,True,0,83.0,foot,regular_play
2515625,2793582199,455,15,1,43,4,2025-03-30T12:45:04.814,418,466317,1,,,86.1,56.8,15.233610762261852,0.452397884772458,0,1743338704814,802,shot,2025-03-30 12:45:04.814,1743338704814,64621,1975-01-01 00:43:04.840000+00:00,157768984840,1,0.8573815730799225,-1585569719974,True,0,2.0,right_foot,regular_play
2515625,2793582233,456,15,1,43,7,2025-03-30T12:45:08.018,418,451505,1,,,74.4,46.4,26.85046730644366,0.2698820737252925,0,1743338708018,805,shot,2025-03-30 12:45:08.018,1743338708018,64662,1975-01-01 00:43:06.480000+00:00,157768986480,1,0.8233336660438805,-1585569721538,True,0,3.0,right_foot,regular_play
2515625,2793583029,353,16,1,43,37,2025-03-30T12:45:38.250,2827,588714,1,,,84.3,54.6,16.69285011778696,0.4249620817041649,1,1743338738250,820,shot,2025-03-30 12:45:37.243,1743338737243,65420,1975-01-01 00:43:36.800000+00:00,157769016800,1,0.987704035504355,-1585569721450,True,0,30.0,right_foot,penalty
